1;0;15.00;9.50;2539.00;0.00;0.76
2;0;60.00;9.50;2546.00;0.00;0.68
3;0;73.00;9.50;2520.00;0.00;1.40
4;0;135.00;9.50;2539.00;0.00;1.04
5;0;201.00;9.50;2545.00;0.00;0.68
6;0;281.00;9.50;2534.00;0.00;1.32
7;0;407.00;9.50;2536.00;0.00;1.32
8;0;477.00;9.50;2531.00;0.00;1.48
9;0;540.00;9.50;2528.00;0.00;1.36
10;0;591.00;9.50;2542.00;0.00;1.08
11;0;662.00;9.50;2529.00;0.00;1.20
12;0;713.00;9.50;2533.00;0.00;1.20
13;0;780.00;9.50;2541.00;0.00;1.08
14;0;824.00;9.50;2528.00;0.00;1.16
15;0;872.00;9.50;2546.00;0.00;0.80
16;0;902.00;9.50;2535.00;0.00;1.00
17;0;963.00;9.50;2529.00;0.00;1.64
18;0;1008.00;9.50;2516.00;0.00;1.28
19;0;1049.00;9.50;2530.00;0.00;0.92
20;0;1093.00;9.50;2541.00;0.00;1.12
21;0;1143.00;9.50;2556.00;0.00;0.20
22;0;1167.00;9.70;2551.00;0.00;0.36
23;0;1193.00;9.70;2543.00;0.00;0.60
24;0;1213.00;11.77;2554.00;0.00;0.28
25;0;1229.00;9.70;2553.00;0.00;0.28
26;0;1245.00;12.10;2547.00;0.00;0.40
27;0;1256.00;13.12;2556.00;0.00;0.20
28;0;1292.00;15.05;2554.00;0.00;0.32
29;0;1324.00;10.77;2551.00;0.00;0.44
30;0;1349.00;11.15;2550.00;0.00;0.40
31;0;1367.00;9.75;2546.00;0.00;0.52
32;0;1390.00;12.07;2541.00;0.00;0.64
33;0;1411.00;9.85;2540.00;0.00;0.72
34;0;1422.00;9.70;2549.00;0.00;0.56
35;0;1446.00;9.70;2555.00;0.00;0.24
36;0;1508.00;9.70;2552.00;0.00;0.48
37;0;1569.00;10.17;2547.00;0.00;0.52
38;0;1586.00;9.70;2552.00;0.00;0.32
39;0;1601.00;11.87;2548.00;0.00;0.44
40;0;1615.00;10.72;2548.00;0.00;0.52
41;0;1638.00;9.87;2549.00;0.00;0.60
42;0;1658.00;13.35;2537.00;0.00;0.76
43;0;1688.00;10.20;2547.00;0.00;0.56
44;0;1715.00;9.72;2546.00;0.00;0.56
45;0;1739.00;9.70;2550.00;0.00;0.40
46;0;1760.00;10.30;2551.00;0.00;0.40
47;0;1784.00;14.65;2542.00;0.00;0.64
48;0;1801.00;13.25;2547.00;0.00;0.60
49;0;1831.00;16.40;2549.00;0.00;0.48
50;0;1878.00;16.15;2551.00;0.00;0.48
51;0;1932.00;13.90;2545.00;0.00;0.68
52;0;1961.00;9.82;2553.00;0.00;0.32
53;0;1990.00;11.47;2544.00;0.00;0.52
54;0;2012.00;10.95;2555.00;0.00;0.24
55;0;2036.00;9.75;2548.00;0.00;0.40
56;0;2054.00;9.70;2555.00;0.00;0.24
57;0;2093.00;10.27;2550.00;0.00;0.44
58;0;2122.00;9.70;2543.00;0.00;0.68
59;0;2133.00;9.50;2555.00;0.00;0.16
60;0;2157.00;9.70;2551.00;0.00;0.40
61;0;2198.00;9.70;2551.00;0.00;0.48
62;0;2219.00;9.70;2540.00;0.00;0.72
63;0;2244.00;9.70;2554.00;0.00;0.28
64;0;2265.00;9.70;2552.00;0.00;0.32
65;0;2300.00;9.50;2542.00;0.00;0.96
66;0;2357.00;9.50;2524.00;0.00;1.52
67;0;2424.00;9.50;2541.00;0.00;0.92
68;0;2489.00;9.50;2538.00;0.00;1.04
69;0;2590.00;9.50;2534.00;0.00;1.28
70;0;2682.00;9.50;2549.00;0.00;0.64
71;0;2730.00;9.50;2537.00;0.00;0.96
72;0;2788.00;9.50;2538.00;0.00;0.92
73;0;2852.00;9.50;2543.00;0.00;0.96
74;0;2932.00;9.50;2543.00;0.00;0.76
75;0;3032.00;9.50;2523.00;0.00;1.64
76;0;3109.00;9.50;2543.00;0.00;1.12
77;0;3201.00;9.50;2541.00;0.00;0.88
78;0;3249.00;9.50;2541.00;0.00;0.72
79;0;3274.00;9.70;2516.00;0.00;2.00
80;0;3277.00;9.50;2558.00;0.00;0.08
81;0;3331.00;9.50;2524.00;0.00;1.24
82;0;3342.00;9.70;2557.00;0.00;0.12
83;0;3381.00;9.50;2546.00;0.00;0.72
84;0;3425.00;9.50;2532.00;0.00;1.12
85;0;3495.00;9.50;2532.00;0.00;1.48
86;0;3545.00;9.50;2524.00;0.00;1.16
87;0;3583.00;9.50;2526.00;0.00;1.12
88;0;3631.00;9.50;2532.00;0.00;1.20
89;0;3680.00;9.50;2545.00;0.00;0.84
90;0;3712.00;9.50;2513.00;0.00;1.32
91;0;3776.00;9.50;2543.00;0.00;1.08
92;0;3892.00;9.50;2539.00;0.00;1.12
93;0;3947.00;9.50;2525.00;0.00;1.44
94;0;3980.00;9.50;2536.00;0.00;1.16
95;0;4027.00;9.50;2525.00;0.00;1.44
96;0;4054.00;9.50;2501.00;0.00;0.92
97;0;4083.00;9.50;2525.00;0.00;0.96
98;0;4125.00;9.50;2544.00;0.00;0.80
99;0;4213.00;9.50;2543.00;0.00;0.80
100;0;4329.00;9.50;2549.00;0.00;0.56
101;0;4430.00;9.50;2541.00;0.00;0.92
102;0;4521.00;9.50;2537.00;0.00;0.96
103;0;4587.00;9.50;2523.00;0.00;1.28
104;0;4629.00;9.50;2537.00;0.00;0.96
105;0;4679.00;9.50;2536.00;0.00;1.04
106;0;4726.00;9.50;2523.00;0.00;0.88
107;0;4783.00;9.50;2524.00;0.00;1.48
108;0;4858.00;9.50;2543.00;0.00;0.80
109;0;4966.00;9.50;2522.00;0.00;1.92
110;0;5067.00;9.50;2543.00;0.00;0.96
111;0;1475.00;9.85;2541.00;0.00;0.72
112;0;1902.00;16.50;2535.00;0.00;0.64
113;0;2026.00;9.70;2549.00;0.00;0.20
114;0;1278.00;10.00;2546.00;0.00;0.40
115;0;1917.00;16.15;2534.00;0.00;0.48
116;0;2066.00;9.70;2534.00;0.00;0.68
117;0;3016.00;9.70;2538.00;0.00;0.44
118;0;1100.00;9.70;2547.00;0.00;0.36
119;0;1119.00;9.70;2544.00;0.00;0.36
120;0;1259.00;9.70;2544.00;0.00;0.44
121;0;1971.00;13.70;2539.00;0.00;0.52
122;0;3353.00;9.70;2541.00;0.00;0.56
123;0;2017.00;10.50;2543.00;0.00;0.40
124;0;2265.00;9.50;2522.00;0.00;1.08
125;0;2667.00;9.50;2516.00;0.00;1.52
126;0;3056.00;9.70;2540.00;0.00;0.48
127;0;3838.00;9.50;2523.00;0.00;1.12
128;0;1305.00;9.70;2533.00;0.00;0.60
129;0;1532.00;9.70;2530.00;0.00;0.48
130;0;3285.00;9.50;2548.00;0.00;0.12
