0;0;0;0;land;false;unknown;0
1;72;46;243;sea;False;unknown;0
2;55;149;221;sea;False;unknown;0
3;88;144;180;sea;False;unknown;0
4;130;6;207;sea;False;unknown;0
5;7;96;180;sea;False;unknown;0
6;138;10;158;sea;False;unknown;0
7;120;124;166;sea;False;unknown;0
8;103;65;191;sea;False;unknown;0
9;76;56;177;sea;False;unknown;0
10;129;57;243;sea;False;unknown;0
11;133;90;222;sea;False;unknown;0
12;65;89;188;sea;False;unknown;0
13;123;81;229;sea;False;unknown;0
14;91;126;229;sea;False;unknown;0
15;60;25;161;sea;False;unknown;0
16;42;4;196;sea;False;unknown;0
17;149;80;197;sea;True;unknown;0
18;2;76;172;sea;True;unknown;0
19;37;39;219;sea;True;unknown;0
20;89;113;235;sea;True;unknown;0
21;102;119;62;land;True;unknown;1
22;211;204;7;land;True;unknown;1
23;91;169;6;land;True;unknown;1
24;97;218;21;land;False;unknown;1
25;144;228;44;land;False;unknown;1
26;213;176;122;land;False;unknown;1
27;58;208;89;land;False;unknown;1
28;242;108;66;land;False;unknown;1
29;247;207;84;land;False;unknown;1
30;187;65;106;land;False;unknown;1
31;228;238;108;land;False;unknown;1
32;114;86;63;land;False;unknown;1
33;235;157;117;land;False;unknown;1
34;246;200;34;land;True;unknown;1
35;197;188;147;land;True;unknown;1
36;45;122;165;sea;True;unknown;0
37;199;132;94;land;True;unknown;1
38;170;156;5;land;False;unknown;1
39;51;85;136;land;False;unknown;1
40;61;101;43;land;False;unknown;1
41;92;59;37;land;False;unknown;1
42;158;104;30;land;False;unknown;1
43;126;109;60;land;False;unknown;1
44;181;71;31;land;False;unknown;1
45;240;147;144;land;False;unknown;1
46;99;175;6;land;False;unknown;1
47;67;230;31;land;False;unknown;1
48;55;237;70;land;False;unknown;1
49;254;251;0;land;False;unknown;1
50;151;235;80;land;False;unknown;1
51;166;164;32;land;False;unknown;1
52;156;176;54;land;False;unknown;1
53;175;226;75;land;False;unknown;1
54;130;186;39;land;False;unknown;1
55;74;58;28;land;False;unknown;1
56;91;167;22;land;False;unknown;1
57;113;221;88;land;False;unknown;1
58;242;215;101;land;False;unknown;1
59;196;67;57;land;False;unknown;1
60;232;79;120;land;False;unknown;1
61;172;201;17;land;False;unknown;1
62;103;54;78;land;True;unknown;1
63;94;226;6;land;True;unknown;1
64;221;129;124;land;True;unknown;1
65;126;122;165;sea;True;unknown;0
66;116;77;189;sea;False;unknown;0
67;95;132;214;sea;False;unknown;0
68;84;109;185;sea;False;unknown;0
69;28;118;171;sea;True;unknown;0
70;69;45;239;sea;False;unknown;0
71;38;108;253;sea;True;unknown;0
72;133;92;211;sea;True;unknown;0
73;117;7;187;sea;True;unknown;0
74;119;81;166;sea;True;unknown;0
75;52;48;164;sea;True;unknown;0
76;10;41;189;sea;True;unknown;0
77;122;68;178;sea;True;unknown;0
78;227;254;135;land;True;unknown;1
79;60;20;215;sea;True;unknown;0
80;201;232;129;land;True;unknown;1
81;118;46;224;sea;True;unknown;0
82;59;139;135;land;True;unknown;1
83;134;16;216;sea;True;unknown;0
84;83;56;233;sea;False;unknown;0
85;123;84;182;sea;False;unknown;0
86;110;48;175;sea;False;unknown;0
87;43;12;209;sea;False;unknown;0
88;69;23;191;sea;False;unknown;0
89;33;139;231;sea;False;unknown;0
90;53;134;203;sea;True;unknown;0
91;109;47;188;sea;True;unknown;0
92;136;90;197;sea;False;unknown;0
93;48;38;196;sea;False;unknown;0
94;131;133;224;sea;False;unknown;0
95;117;93;229;sea;False;unknown;0
96;78;93;190;sea;False;unknown;0
97;105;139;208;sea;False;unknown;0
98;68;86;228;sea;False;unknown;0
99;144;0;169;sea;False;unknown;0
100;80;63;223;sea;False;unknown;0
101;11;75;205;sea;False;unknown;0
102;95;1;202;sea;False;unknown;0
103;38;39;158;sea;False;unknown;0
104;100;120;176;sea;False;unknown;0
105;73;105;226;sea;False;unknown;0
106;50;133;228;sea;False;unknown;0
107;120;49;227;sea;False;unknown;0
108;76;4;196;sea;False;unknown;0
109;129;17;242;sea;False;unknown;0
110;0;60;232;sea;False;unknown;0
111;80;245;57;land;True;unknown;1
112;250;87;134;land;False;unknown;1
113;196;76;37;land;False;unknown;1
114;138;151;31;land;False;unknown;1
115;252;84;82;land;False;unknown;1
116;153;147;104;land;False;unknown;1
117;138;108;42;land;True;unknown;1
118;132;53;34;land;True;unknown;1
119;175;97;86;land;True;unknown;1
120;212;148;95;land;False;unknown;1
121;101;90;119;land;False;unknown;1
122;197;60;70;land;True;unknown;1
123;62;223;122;land;False;unknown;1
124;39;66;160;sea;True;unknown;0
125;49;116;245;sea;True;unknown;0
126;155;182;106;land;True;unknown;1
127;60;66;245;sea;True;unknown;0
128;146;185;46;land;True;unknown;1
129;87;105;28;land;True;unknown;1
130;61;74;108;land;True;unknown;1
131;90;99;178;sea;False;unknown;0
132;165;177;62;land;False;unknown;1
133;202;79;81;land;False;unknown;1
134;243;181;24;land;False;unknown;1
135;247;239;60;land;False;unknown;1
136;110;121;75;land;False;unknown;1
137;164;77;130;land;True;unknown;1
138;153;67;115;land;True;unknown;1
139;79;97;158;sea;False;unknown;0
140;81;84;147;land;True;unknown;1
141;133;249;14;land;True;unknown;1
142;230;201;109;land;False;unknown;1
143;157;163;56;land;True;unknown;1
144;108;101;232;sea;True;unknown;0
145;130;117;123;land;True;unknown;1
146;57;90;172;sea;False;unknown;0
147;153;228;27;land;True;unknown;1
148;147;188;89;land;False;unknown;1
149;164;124;27;land;False;unknown;1
150;121;177;81;land;True;unknown;1
151;235;170;45;land;True;unknown;1
152;139;132;255;sea;False;unknown;0
153;78;83;15;land;True;unknown;1
154;26;83;156;sea;False;unknown;0
155;131;246;116;land;False;unknown;1
156;242;58;121;land;True;unknown;1
157;172;136;21;land;False;unknown;1
158;23;30;174;sea;True;unknown;0
159;74;67;89;land;False;unknown;1
160;174;173;0;land;True;unknown;1
161;170;249;11;land;False;unknown;1
162;61;183;51;land;False;unknown;1
163;101;103;25;land;True;unknown;1
164;99;213;127;land;True;unknown;1
165;143;71;102;land;True;unknown;1
166;171;95;106;land;True;unknown;1
167;138;179;88;land;False;unknown;1
168;193;90;61;land;False;unknown;1
169;100;22;213;sea;False;unknown;0
170;128;122;197;sea;True;unknown;0
171;177;152;142;land;True;unknown;1
172;62;178;40;land;True;unknown;1
173;165;197;110;land;True;unknown;1
174;194;137;134;land;False;unknown;1
175;207;254;139;land;True;unknown;1
176;155;102;59;land;True;unknown;1
177;134;148;110;land;False;unknown;1
178;29;107;207;sea;False;unknown;0
179;190;201;46;land;True;unknown;1
180;255;101;69;land;False;unknown;1
181;75;179;147;land;True;unknown;1
182;206;95;131;land;True;unknown;1
