1;arms_factory;1575.00;13.93;2485.00;6.03;0
1;arms_factory;1645.00;14.30;2530.00;2.41;0
1;arms_factory;1615.00;15.50;2485.00;0.25;0
1;arms_factory;1813.00;18.80;2499.00;1.45;0
1;arms_factory;1816.00;14.43;2552.00;4.47;0
1;arms_factory;2089.00;9.70;2520.00;0.85;0
1;industrial_complex;1221.00;9.70;2512.00;3.52;0
1;industrial_complex;2135.00;10.45;2540.00;5.08;0
1;industrial_complex;2114.00;9.70;2513.00;2.92;0
1;industrial_complex;1235.00;11.68;2554.00;5.58;0
1;industrial_complex;1231.00;9.70;2498.00;1.96;0
1;industrial_complex;1650.00;13.98;2512.00;4.98;0
1;air_base;1597.00;11.93;2546.00;6.19;0
1;bunker;1370.00;11.40;2551.00;4.03;0
1;bunker;1945.00;14.60;2538.00;0.41;0
1;bunker;1876.00;17.95;2517.00;1.97;0
1;bunker;1317.00;12.85;2504.00;4.63;0
1;bunker;1852.00;18.30;2515.00;2.47;0
1;bunker;1615.00;11.35;2515.00;5.14;0
1;bunker;1220.00;9.70;2542.00;0.41;0
1;bunker;1776.00;18.30;2502.00;4.54;0
1;bunker;1422.00;9.70;2557.00;0.92;0
1;bunker;1278.00;10.00;2546.00;2.48;0
1;bunker;1970.00;13.45;2540.00;5.14;0
1;bunker;2067.00;9.70;2523.00;2.98;0
1;bunker;1672.00;13.75;2534.00;4.19;0
1;bunker;1310.00;9.78;2522.00;0.92;0
1;bunker;1682.00;12.85;2540.00;3.59;0
1;bunker;1122.00;9.70;2527.00;6.25;0
1;bunker;1809.00;16.40;2534.00;2.64;0
1;bunker;2119.00;10.18;2533.00;5.65;0
1;bunker;1868.00;17.00;2540.00;2.04;0
1;bunker;1456.00;10.03;2535.00;4.70;0
1;bunker;1854.00;16.65;2550.00;2.54;0
1;bunker;1813.00;18.40;2508.00;4.10;0
1;bunker;1531.00;9.70;2535.00;0.48;0
1;bunker;1654.00;14.25;2510.00;3.15;0
1;bunker;1156.00;9.70;2506.00;6.16;0
1;bunker;2040.00;13.30;2513.00;1.09;0
1;bunker;1270.00;9.70;2532.00;5.21;0
1;bunker;1306.00;9.90;2484.00;1.59;0
1;bunker;1814.00;13.65;2555.00;3.15;0
1;bunker;1732.00;13.43;2534.00;0.99;0
1;bunker;1509.00;10.18;2525.00;3.66;0
1;bunker;1938.00;16.93;2514.00;0.04;0
1;bunker;1290.00;10.75;2550.00;1.60;0
1;bunker;1099.00;9.70;2533.00;5.72;0
1;bunker;1374.00;15.15;2531.00;0.65;0
1;bunker;2010.00;14.48;2530.00;4.77;0
1;bunker;1628.00;13.85;2533.00;0.04;0
1;bunker;1594.00;13.90;2498.00;4.17;0
1;bunker;1735.00;17.15;2509.00;5.37;0
1;bunker;1413.00;9.80;2514.00;3.21;0
1;bunker;1581.00;10.78;2550.00;6.23;0
1;bunker;1858.00;18.00;2523.00;1.16;0
1;bunker;1223.00;9.70;2523.00;5.28;0
1;bunker;1377.00;14.70;2533.00;0.55;0
1;bunker;1694.00;16.23;2506.00;3.22;0
1;bunker;1523.00;9.70;2504.00;5.88;0
1;bunker;1785.00;16.05;2533.00;3.73;0
1;bunker;1564.00;9.85;2504.00;3.83;0
1;bunker;2025.00;9.70;2549.00;1.67;0
1;bunker;1755.00;17.80;2504.00;4.33;0
1;bunker;2092.00;9.70;2526.00;0.71;0
1;bunker;1283.00;9.70;2529.00;3.73;0
1;bunker;1171.00;9.73;2534.00;0.11;0
1;bunker;1515.00;10.50;2532.00;2.78;0
1;bunker;1957.00;13.40;2543.00;5.44;0
1;bunker;1743.00;10.53;2547.00;2.17;0
1;bunker;2096.00;9.70;2528.00;4.84;0
1;bunker;1377.00;15.68;2509.00;1.23;0
1;bunker;1154.00;9.70;2550.00;2.78;0
1;bunker;2111.00;11.15;2556.00;0.62;0
1;bunker;1625.00;9.85;2553.00;1.83;0
1;bunker;1387.00;9.70;2544.00;5.95;0
1;bunker;1828.00;17.85;2521.00;2.68;0
1;bunker;2031.00;10.12;2556.00;3.90;0
1;bunker;1775.00;15.80;2531.00;1.73;0
1;bunker;1680.00;16.40;2493.00;4.40;0
1;bunker;1252.00;9.70;2531.00;5.96;0
1;bunker;1201.00;9.70;2552.00;2.34;0
1;bunker;1545.00;9.70;2516.00;0.18;0
