1;465.36;10.00;255.9;small
2;930.73;10.00;255.9;small
3;1396.09;10.00;255.9;small
4;1861.45;10.00;255.9;small
5;2326.82;10.00;255.9;small
6;2792.18;10.00;255.9;small
7;3257.55;10.00;255.9;small
8;3722.91;10.00;255.9;small
9;4188.27;10.00;255.9;small
10;4653.64;10.00;255.9;small
11;465.36;10.00;511.8;small
12;930.73;10.00;511.8;small
13;1396.09;10.00;511.8;small
14;1861.45;10.00;511.8;small
15;2326.82;10.00;511.8;small
16;2792.18;10.00;511.8;small
17;3257.55;10.00;511.8;small
18;3722.91;10.00;511.8;small
19;4188.27;10.00;511.8;small
20;4653.64;10.00;511.8;small
21;465.36;10.00;767.7;small
22;930.73;10.00;767.7;small
23;1396.09;10.00;767.7;small
24;1861.45;10.00;767.7;small
25;2326.82;10.00;767.7;small
26;2792.18;10.00;767.7;small
27;3257.55;10.00;767.7;small
28;3722.91;10.00;767.7;small
29;4188.27;10.00;767.7;small
30;4653.64;10.00;767.7;small
31;465.36;10.00;1023.6;small
32;930.73;10.00;1023.6;small
33;1396.09;10.00;1023.6;small
34;1861.45;10.00;1023.6;small
35;2326.82;10.00;1023.6;small
36;2792.18;10.00;1023.6;small
37;3257.55;10.00;1023.6;small
38;3722.91;10.00;1023.6;small
39;4188.27;10.00;1023.6;small
40;4653.64;10.00;1023.6;small
41;465.36;10.00;1279.5;small
42;930.73;10.00;1279.5;small
43;1396.09;10.00;1279.5;small
44;1861.45;10.00;1279.5;small
45;2326.82;10.00;1279.5;small
46;2792.18;10.00;1279.5;small
47;3257.55;10.00;1279.5;small
48;3722.91;10.00;1279.5;small
49;4188.27;10.00;1279.5;small
50;4653.64;10.00;1279.5;small
51;465.36;10.00;1535.4;small
52;930.73;10.00;1535.4;small
53;1396.09;10.00;1535.4;small
54;1861.45;10.00;1535.4;small
55;2326.82;10.00;1535.4;small
56;2792.18;10.00;1535.4;small
57;3257.55;10.00;1535.4;small
58;3722.91;10.00;1535.4;small
59;4188.27;10.00;1535.4;small
60;4653.64;10.00;1535.4;small
61;465.36;10.00;1791.3;small
62;930.73;10.00;1791.3;small
63;1396.09;10.00;1791.3;small
64;1861.45;10.00;1791.3;small
65;2326.82;10.00;1791.3;small
66;2792.18;10.00;1791.3;small
67;3257.55;10.00;1791.3;small
68;3722.91;10.00;1791.3;small
69;4188.27;10.00;1791.3;small
70;4653.64;10.00;1791.3;small
71;465.36;10.00;2047.2;small
72;930.73;10.00;2047.2;small
73;1396.09;10.00;2047.2;small
74;1861.45;10.00;2047.2;small
75;2326.82;10.00;2047.2;small
76;2792.18;10.00;2047.2;small
77;3257.55;10.00;2047.2;small
78;3722.91;10.00;2047.2;small
79;4188.27;10.00;2047.2;small
80;4653.64;10.00;2047.2;small
81;465.36;10.00;2303.1;small
82;930.73;10.00;2303.1;small
83;1396.09;10.00;2303.1;small
84;1861.45;10.00;2303.1;small
85;2326.82;10.00;2303.1;small
86;2792.18;10.00;2303.1;small
87;3257.55;10.00;2303.1;small
88;3722.91;10.00;2303.1;small
89;4188.27;10.00;2303.1;small
